company_name,openfda_substance_name,openfda_pharm_class_pe,initial_posting_date,update_type,openfda_route,generic_name,openfda_rxcui,related_info_link,openfda_spl_set_id,update_date,openfda_product_type,discontinued_date,therapeutic_category,openfda_brand_name,openfda_product_ndc,openfda_manufacturer_name,openfda_spl_id,openfda_package_ndc,presentation,dosage_form,availability,openfda_nui,openfda_application_number,openfda_pharm_class_cs,openfda_generic_name,openfda_pharm_class_epc,resolved_note,status,shortage_reason,related_info,change_date,openfda_unii,package_ndc,contact_info,openfda_pharm_class_moa
"Fresenius Kabi USA, LLC",FENTANYL CITRATE,,01/01/2012,Revised,"INTRAMUSCULAR, INTRAVENOUS",Fentanyl Citrate Injection,"1735003, 1735007, 1735008, 1735013, 2168270",,38d0c14a-a0c1-44cc-a939-0304eb8037d6,09/18/2025,HUMAN PRESCRIPTION DRUG,,"Analgesia/Addiction, Pediatric",FENTANYL CITRATE,63323-806,"Fresenius Kabi USA, LLC",341b092a-1f6f-40f1-98f2-9346bf2e1242,"63323-806-11, 63323-806-01, 63323-806-12, 63323-806-02, 63323-806-13, 63323-806-05, 63323-806-14, 63323-806-20, 63323-806-50","Fentanyl Citrate Preservative Free, Injection, .05 mg/1 mL (NDC 63323-806-02)",Injection,Unavailable,,ANDA210762,,FENTANYL CITRATE,,,Current,Other,Backordered. Next release October 2025. Check wholesalers for inventory.,,MUN5LYG46H,63323-806-02,888-386-1300,
"Teva Pharmaceuticals USA, Inc.",LISDEXAMFETAMINE DIMESYLATE,,07/14/2023,Revised,ORAL,Lisdexamfetamine Dimesylate Capsule,,,c32b5dce-2de4-4db0-a4ba-d2ce3b0a32fc,09/15/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,LISDEXAMFETAMINE DIMESYLATE,"0480-3568, 0480-3565, 0480-3566, 0480-3567, 0480-3569, 0480-3570, 0480-3564","Teva Pharmaceuticals, Inc.",6cfe6c98-51b1-45a4-831c-33624ab129cb,"0480-3565-01, 0480-3566-01, 0480-3567-01, 0480-3568-01, 0480-3569-01, 0480-3570-01, 0480-3564-01","Lisdexamfetamine Dimesylate, Capsule, 40 mg (NDC 0480-3568-01)",Capsule,Available,,ANDA202802,,LISDEXAMFETAMINE DIMESYLATE,,,Current,,,,SJT761GEGS,0480-3568-01,800-545-8800,
"Solco Healthcare US, LLC",LISDEXAMFETAMINE DIMESYLATE,,07/14/2023,Reverified,ORAL,Lisdexamfetamine Dimesylate Capsule,"854830, 854834, 854838, 854842, 854846, 854850, 1593856",,68b10d9f-ca3e-493d-a309-45f1d7e08061,08/05/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,LISDEXAMFETAMINE DIMESYLATE,"43547-603, 43547-602, 43547-604, 43547-605, 43547-606, 43547-607, 43547-608","Solco Healthcare US,LLC",7bb11568-67a4-4221-bb9b-23af37a1791c,"43547-602-10, 43547-603-10, 43547-604-10, 43547-605-10, 43547-606-10, 43547-607-10, 43547-608-10","Lisdexamfetamine Dimesylate, Capsule, 20 mg (NDC 43547-603-10)",Capsule,Limited Availability,,ANDA216266,,LISDEXAMFETAMINE DIMESYLATE CAPSULES,,,Current,Shortage of an active ingredient,On allocation,,SJT761GEGS,43547-603-10,866-931-9829,
"Fresenius Kabi USA, LLC",MIDAZOLAM HYDROCHLORIDE,,04/02/2020,Reverified,"INTRAMUSCULAR, INTRAVENOUS",Midazolam Hydrochloride Injection,"998211, 1551393, 1551395",,1cc9ba6e-fa1b-405e-9de8-720c567b2a73,09/18/2025,HUMAN PRESCRIPTION DRUG,,"Anesthesia, Neurology",MIDAZOLAM,"76045-211, 76045-001, 76045-002, 76045-003","Fresenius Kabi USA, LLC",ec9c9aee-b95f-4645-bf17-df7f1e3967d3,"76045-211-00, 76045-211-20, 76045-001-00, 76045-001-20, 76045-002-00, 76045-002-10, 76045-003-00, 76045-003-20","Midazolam Hydrochloride Preservative Free, Injection, 2 mg/2 mL (NDC 76045-211-20)",Injection,Available,,ANDA203460,,MIDAZOLAM HYDROCHLORIDE,,,Current,,Check wholesalers for inventory,,W7TTW573JJ,76045-211-20,888-386-1300,
Pfizer Inc.,,,01/06/2023,Revised,,Somatropin Injection,"241975, 762830, 762833, 762834, 762836, 762837, 762839, 762841, 762843, 762846, 762849, 762850, 762852, 762857, 762859, 762866, 762868, 762873, 762875, 762895, 762897, 763488, 763489, 996558, 996559",,ffebf88b-d257-4542-9808-74d9b7167765,08/28/2025,HUMAN PRESCRIPTION DRUG,,Endocrinology/Metabolism,GENOTROPIN,"0013-2652, 0013-2626, 0013-2646, 0013-2649, 0013-2650, 0013-2651, 0013-2653, 0013-2654, 0013-2655, 0013-2656, 0013-2657, 0013-2658",Pfizer Laboratories Div Pfizer Inc,f09acf87-6e30-47ad-9891-8a49bf6dffbc,"0013-2626-81, 0013-2646-81, 0013-2649-02, 0013-2650-02, 0013-2651-02, 0013-2652-02, 0013-2653-02, 0013-2654-02, 0013-2655-02, 0013-2656-02, 0013-2657-02, 0013-2658-02","Genotropin, Injection, 0.8 mg preservative free (NDC 0013-2652-02)",Injection,,,BLA020280,,SOMATROPIN,,Available,Resolved,,,08/28/2025,,0013-2652-02,800-533-4535,
"Teva Pharmaceuticals USA, Inc.",TOBRAMYCIN,,06/16/2025,New,RESPIRATORY (INHALATION),Tobramycin Solution,1314763,,d03079d2-5617-4628-92b9-3caa757b22c0,06/16/2025,HUMAN PRESCRIPTION DRUG,06/16/2025,Pulmonary/Allergy,TOBRAMYCIN,0093-3750,"Teva Pharmaceuticals USA, Inc.",8aa98982-a156-4bc8-8d31-9a39b88808ed,"0093-3750-28, 0093-3750-63","Tobramycin, Solution, 300 mg/4 mL (NDC 0093-3750-28)",Solution,,"N0000175477, M0000946",ANDA210915,Aminoglycosides [CS],TOBRAMYCIN,Aminoglycoside Antibacterial [EPC],,To Be Discontinued,,Discontinuation of the manufacture of the drug,,VZ8RRZ51VK,0093-3750-28,800-545-8800,
"Upsher-Smith Laboratories, LLC",BACLOFEN,,04/23/2025,New,ORAL,Baclofen Tablet,"197391, 197392",,b2747a9d-5fca-4657-9e4b-4112607f30d8,04/23/2025,HUMAN PRESCRIPTION DRUG,04/23/2025,Neurology,BACLOFEN,"0832-1054, 0832-1055","Upsher-Smith Laboratories, LLC",395d77da-1674-a9a4-e063-6394a90aa3d7,"0832-1054-90, 0832-1054-11, 0832-1054-15, 0832-1054-10, 0832-1055-90, 0832-1055-11, 0832-1055-15, 0832-1055-10","Baclofen, Tablet, 10 mg (NDC 0832-1054-15)",Tablet,,"N0000000196, N0000000116, N0000175759",ANDA074584,,BACLOFEN,gamma-Aminobutyric Acid-ergic Agonist [EPC],,To Be Discontinued,,,,H789N3FKE8,0832-1054-15,716-315-2000,"GABA A Agonists [MoA], GABA B Agonists [MoA]"
Apotex Corp.,,,01/27/2025,New,,Bendamustine Hydrochloride Injection,,,,01/27/2025,,01/27/2025,Oncology,,,,,,"Bendamustine Hydrochloride, Injection, 100 mg (NDC 60505-6096-0)",Injection,,,,,,,,To Be Discontinued,,Discontinuation of the manufacture of the drug,,,60505-6096-0,800-706-5575,
"Teva Pharmaceuticals USA, Inc.",CELECOXIB,,08/15/2025,New,ORAL,Celecoxib Capsule,"205322, 205323, 349514, 686379",,05224473-27dc-4f6d-a52a-c40a7af2f2f4,08/15/2025,HUMAN PRESCRIPTION DRUG,08/15/2025,Analgesia/Addiction,CELECOXIB,"0591-3982, 0591-3983, 0591-3984, 0591-3985","Actavis Pharma, Inc.",64c601bc-9b67-400f-9e30-e26de56f2f8b,"0591-3982-60, 0591-3983-01, 0591-3983-05, 0591-3984-01, 0591-3984-05, 0591-3985-60","Celecoxib, Capsule, 50 mg (NDC 0591-3982-60)",Capsule,,"N0000000160, M0001335, N0000175722",ANDA200562,"Anti-Inflammatory Agents, Non-Steroidal [CS]",CELECOXIB,Nonsteroidal Anti-inflammatory Drug [EPC],,To Be Discontinued,,Discontinuation of the manufacture of the drug,,JCX84Q7J1L,0591-3982-60,800-545-8800,Cyclooxygenase Inhibitors [MoA]
Rubicon Research Private Limited,CLONAZEPAM,,03/10/2023,Reverified,ORAL,Clonazepam Tablet,"197527, 197528, 197529",,30d674f9-f1b3-4c2d-a8e9-3bc8e476f1ec,08/19/2025,HUMAN PRESCRIPTION DRUG,,"Neurology, Pediatric, Psychiatry",CLONAZEPAM,"72888-153, 72888-152, 72888-154",Advagen Pharma Ltd,36cf156e-5980-a21b-e063-6294a90ab3a0,"72888-152-30, 72888-152-01, 72888-152-05, 72888-152-00, 72888-153-30, 72888-153-01, 72888-153-05, 72888-153-00, 72888-154-30, 72888-154-01, 72888-154-05, 72888-154-00","Clonazepam, Tablet, 1 mg (NDC 72888-153-05)",Tablet,Available,"N0000175694, M0002356",ANDA075468,Benzodiazepines [CS],CLONAZEPAM,Benzodiazepine [EPC],,Current,,Marketed by Advagen Pharma Ltd.,,5PE9FDE8GB,72888-153-05,sales@advagenpharma.com,
"Actavis Pharma, Inc.",,,06/16/2025,New,,"Testosterone Gel; Gel, Metered",,,,06/16/2025,,06/16/2025,Urology,,,,,,"Testosterone, Gel; Gel, Metered, 16.2 mg/1 g (NDC 0591-2925-30)","Gel; Gel, Metered",,,,,,,,To Be Discontinued,,Discontinuation of the manufacture of the drug,,,0591-2925-30,800-545-8800,
"Hospira, Inc., a Pfizer Company","BUPIVACAINE HYDROCHLORIDE, EPINEPHRINE BITARTRATE",,02/20/2018,Revised,"INFILTRATION, PERINEURAL","Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","1012377, 1012384, 1012396, 1012404, 1672917, 1672919, 1724786, 1724787, 1724880, 1724884, 1725078, 1725082, 1867594, 1867596",,02a845c3-4521-4926-e397-25ab536e7cf6,08/15/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE,"0409-9043, 0409-1159, 0409-1160, 0409-1162, 0409-1163, 0409-1165, 0409-9046, 0409-9045, 0409-9042","Hospira, Inc.",3c6a5b9f-4ea0-4ccd-a384-a90e4ad379e7,"0409-1159-18, 0409-1159-01, 0409-1159-19, 0409-1159-02, 0409-1160-18, 0409-1160-01, 0409-1162-18, 0409-1162-01, 0409-1162-19, 0409-1162-02, 0409-1163-18, 0409-1163-01, 0409-1165-18, 0409-1165-01, 0409-1165-19, 0409-1165-02, 0409-9043-11, 0409-9043-01, 0409-9046-11, 0409-9046-01, 0409-9045-11, 0409-9045-01, 0409-9045-16, 0409-9045-17, 0409-9042-11, 0409-9042-01, 0409-9042-16, 0409-9042-17","Bupivacaine Hydrochloride and Epinephrine, Injection, 125 mg/50 mL (2.5 mg/mL) (NDC 0409-9043-01)",Injection,Unavailable,,ANDA071167,,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE,,,Current,Other,Shortage per Manufacturer: Manufacturing Delay,12/19/2024,"30Q7KI53AK, 7TQO7W3VT8",0409-9043-01,844-646-4398,
Baxter Healthcare,"ALANINE, ARGININE, ASPARTIC ACID, CYSTEINE HYDROCHLORIDE, GLUTAMIC ACID, GLYCINE, HISTIDINE, ISOLEUCINE, LEUCINE, LYSINE ACETATE, METHIONINE, PHENYLALANINE, PROLINE, SERINE, TAURINE, THREONINE, TRYPTOPHAN, TYROSINE, VALINE",,12/08/2020,Reverified,INTRAVENOUS,Amino Acid Injection,"801395, 801398, 801403, 801405",,9afdcc3e-0d06-47f4-86ca-40da48b2b02b,09/23/2025,HUMAN PRESCRIPTION DRUG,,Gastroenterology,PREMASOL - SULFITE-FREE (AMINO ACID),"0338-1130, 0338-1131",Baxter Healthcare Company,4083b5c8-ad5f-43f6-ab19-3c87acb2883f,"0338-1130-03, 0338-1130-04, 0338-1130-06, 0338-1131-03","Premasol 10% Sulfite Free in VIAFLEX Plastic Container, Injection, 0.1 (NDC 0338-1130-04)",Injection,Available,"N0000175780, M0000922",ANDA075880,Amino Acids [CS],"LEUCINE, LYSINE, ISOLEUCINE, VALINE, HISTIDINE, PHENYLALANINE, THREONINE, METHIONINE, TRYPTOPHAN, TYROSINE, N-ACETYL-TYROSINE, ARGININE, PROLINE, ALANINE, GLUTAMIC ACIDE, SERINE, GLYCINE, ASPARTIC ACID, TAURINE, CYSTEINE HYDROCHLORIDE",Amino Acid [EPC],,Current,,,,"OF5P57N2ZX, 94ZLA3W45F, 30KYC7MIAI, ZT934N0X4W, 3KX376GY7L, TE7660XO1C, 4QD397987E, 04Y7590D77, GMW67QNF9C, TTL6G7LIWZ, AE28F7PNPL, 47E5O17Y3R, 9DLQ4CIU6V, 452VLY9402, 1EQV5MLY3D, 2ZD004190S, 8DUH1N11BX, 42HK56048U, HG18B9YRS7",0338-1130-04,888-229-0001,
"Teva Pharmaceuticals USA, Inc.",CARBOPLATIN,,04/28/2023,Revised,INTRAVENOUS,Carboplatin Injection,597195,,"f330f5a2-2cad-402f-bcbb-26245a753276, e176b6ef-2ff6-498b-a9d8-7a634d147f37",09/15/2025,HUMAN PRESCRIPTION DRUG,,Oncology,CARBOPLATIN,"0703-4244, 0703-4246, 0703-4248, 0703-4239","Teva Parenteral Medicines, Inc.","bed4c1cf-f3ef-4faa-b2a4-24ee9a9879df, b943761e-6a46-45a0-bdb4-1fec1e101f8c","0703-4244-01, 0703-4246-01, 0703-4248-01, 0703-4239-01, 0703-4244-81, 0703-4246-81, 0703-4248-81, 0703-4239-81","Carboplatin, Injection, 10 mg/1 mL (NDC 0703-4244-01)",Injection,Available,"N0000175413, N0000175073",ANDA077269,,CARBOPLATIN,Platinum-based Drug [EPC],,Current,,,,BG3F62OND5,0703-4244-01,800-545-8800,
Sun Pharmaceutical Industries Limited,CLINDAMYCIN HYDROCHLORIDE,,12/05/2024,New,ORAL,Clindamycin Hydrochloride Capsule,"197518, 284215",,1dbd8448-c1e5-46df-8060-50ef82380445,12/05/2024,HUMAN PRESCRIPTION DRUG,12/05/2024,Anti-Infective,CLINDAMYCIN HYDROCHLORIDE,"63304-693, 63304-692","Sun Pharmaceutical Industries, Inc.",339366d4-2060-1c29-e063-6394a90a1cb7,"63304-692-01, 63304-692-05, 63304-692-77, 63304-692-03, 63304-693-16, 63304-693-01, 63304-693-03, 63304-693-05, 63304-693-77, 63304-693-11, 63304-693-62","Clindamycin Hydrochloride, Capsule, 300 mg (NDC 63304-693-11)",Capsule,,,ANDA065061,,CLINDAMYCIN HYDROCHLORIDE,,,To Be Discontinued,,Discontinuing for business reasons,,T20OQ1YN1W,63304-693-11,800-818-4555,
"Teva Pharmaceuticals USA, Inc.",,,10/15/2024,New,,Levalbuterol Hydrochloride Solution,,,,10/15/2024,,10/15/2024,Pulmonary/Allergy,,,,,,"Solution, 1.25 mg/.5 mL (NDC 0093-4147-56)",Solution,,,,,,,,To Be Discontinued,,,,,0093-4147-56,800-545-8800,
PAI Pharma,LIDOCAINE HYDROCHLORIDE,,12/08/2023,Revised,ORAL,Lidocaine Hydrochloride Solution,1010739,,d5e23ede-957c-4a32-b1c6-268acb773c31,08/29/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,LIDOCAINE HYDROCHLORIDE,"0121-0950, 0121-4950","PAI Holdings, LLC dba PAI Pharma",8bd8bb07-066a-4c8c-ac5b-76f746318a49,"0121-0950-03, 0121-4950-15, 0121-4950-40","Lidocaine Hydrochloride Viscous, Solution, 20 mg/1 mL (NDC 0121-0950-03)",Solution,,,ANDA218138,,LIDOCAINE HYDROCHLORIDE,,Available,Resolved,,,08/29/2025,V13007Z41A,0121-0950-03,800-845-8210,
"Upsher-Smith Laboratories, LLC",PROPAFENONE HYDROCHLORIDE,,05/14/2025,New,ORAL,"Propafenone Hydrochloride Capsule, Extended Release","861156, 861164, 861171",,8aa6f58a-2980-4caa-9c54-d55d69d5d132,05/14/2025,HUMAN PRESCRIPTION DRUG,05/14/2025,Cardiovascular,PROPAFENONE HYDROCHLORIDE,"0832-0742, 0832-0740, 0832-0741","Upsher-Smith Laboratories, LLC",398513af-dd95-49eb-e063-6394a90a73f4,"0832-0740-60, 0832-0741-60, 0832-0742-60","Propafenone Hydrochloride, Capsule, Extended Release, 425 mg (NDC 0832-0742-60)","Capsule, Extended Release",,,ANDA212744,,PROPAFENONE HYDROCHLORIDE,,,To Be Discontinued,,A business decision was made to discontinue the product.,,33XCH0HOCD,0832-0742-60,800-654-2299,
"Meitheal Pharmaceuticals, Inc.",ROCURONIUM BROMIDE,,02/15/2023,Reverified,INTRAVENOUS,Rocuronium Bromide Injection,1234995,,b9abaf64-760d-43e0-8669-a9ca70feab11,08/19/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,ROCURONIUM BROMIDE,"71288-700, 71288-718",Meitheal Pharmaceuticals Inc.,37295b13-65a4-40fa-8d6c-53aeb45e2939,"71288-700-05, 71288-700-06, 71288-718-10, 71288-718-11","Rocuronium Bromide, Injection, 10 mg/1 mL (NDC 71288-700-06)",Injection,Available,,ANDA213453,,ROCURONIUM BROMIDE,,,Current,,,,I65MW4OFHZ,71288-700-06,844-824-8426,
MSN Laboratories Private Limited,BUMETANIDE,Increased Diuresis at Loop of Henle [PE],12/13/2017,Reverified,"INTRAMUSCULAR, INTRAVENOUS",Bumetanide Injection,"282486, 1727569",,387edfd4-be85-41cd-8a6d-14e6a022b5a9,09/15/2025,HUMAN PRESCRIPTION DRUG,,Cardiovascular,BUMETANIDE,"72205-102, 72205-101",Novadoz Pharmaceuticals LLC,387edfd4-be85-41cd-8a6d-14e6a022b5a9,"72205-101-01, 72205-101-07, 72205-102-01, 72205-102-07","Bumetanide, Injection, .25 mg/1 mL (NDC 72205-102-07)",Injection,Available,"N0000175366, N0000175590",ANDA215364,,BUMETANIDE,Loop Diuretic [EPC],,Current,,,,0Y2S3XUQ5H,72205-102-07,Distributed by: Novadoz Pharmaceuticals LLC; Telephone: (855) 668-2369; customerservice@novadozpharma.com,
Torrent Pharma Inc.,,,06/13/2025,New,,Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,,,,06/13/2025,,06/13/2025,Cardiovascular,,,,,,"Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil, Tablet, 10 mg; 25 mg; 40 mg (NDC 13668-382-05)",Tablet,,,,,,,,To Be Discontinued,,A business decision was made to discontinue manufacture of the product.,,,13668-382-05,908-280-3333,
"Hikma Pharmaceuticals USA, Inc.",ETOMIDATE,General Anesthesia [PE],10/05/2022,Revised,INTRAVENOUS,Etomidate Injection,"1654006, 1654008",,98002094-f065-4b5f-963f-2c34b5241316,07/23/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,ETOMIDATE,"72572-161, 72572-160","Civica, Inc.",380f0c88-03f8-4cfa-8823-4766c2f7700c,"72572-160-01, 72572-160-10, 72572-161-01, 72572-161-10","Etomidate, Injection, 2 mg/1 mL (NDC 72572-161-10)",Injection,Available,"N0000175975, N0000175681",ANDA202354,,ETOMIDATE,General Anesthetic [EPC],,Current,,Distributed by Civica,,Z22628B598,72572-161-10,800-631-2174,
Amneal Pharmaceuticals,LISDEXAMFETAMINE DIMESYLATE,,07/14/2023,Reverified,ORAL,Lisdexamfetamine Dimesylate Capsule,"854830, 854834, 854838, 854842, 854846, 854850",,c11cb3b6-3dff-477b-a249-b4c3118edc5f,09/17/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,LISDEXAMFETAMINE DIMESYLATE,"65162-027, 65162-023, 65162-024, 65162-025, 65162-026, 65162-028",Amneal Pharmaceuticals LLC,759471b0-6930-4e65-9417-e1c334a0eb68,"65162-023-09, 65162-024-09, 65162-025-09, 65162-026-09, 65162-027-09, 65162-028-09","Lisdexamfetamine Dimesylate, Capsule, 60 mg (NDC 65162-027-09)",Capsule,Unavailable,,ANDA202830,,LISDEXAMFETAMINE,,,Current,Shortage of an active ingredient,Shortage of an active ingredient,,SJT761GEGS,65162-027-09,866-525-7270,
"Hikma Pharmaceuticals USA, Inc.",METHOTREXATE,,03/13/2023,Reverified,"INTRA-ARTERIAL, INTRAMUSCULAR, INTRATHECAL, INTRAVENOUS",Methotrexate Sodium Injection,311625,,b080eb92-fc72-4ce6-a7ab-3f9ce2415526,07/23/2025,HUMAN PRESCRIPTION DRUG,,"Rheumatology, Oncology",METHOTREXATE,0143-9830,Hikma Pharmaceuticals USA Inc.,d295fa12-63ca-4760-b291-44ba56ce1b59,0143-9830-01,"Methotrexate, Preservative Free, Injection, 1 g (NDC 0143-9830-01)",Injection,Available,"N0000175584, N0000000111",ANDA040632,,METHOTREXATE,Folate Analog Metabolic Inhibitor [EPC],,Current,,Currently available.  Additional product will be made available as it is released.,,YL5FZ2Y5U1,0143-9830-01,800-631-2174,Folic Acid Metabolism Inhibitors [MoA]
Otsuka ICU Medical LLC,SODIUM CHLORIDE,,12/10/2021,Revised,INTRAVENOUS,Sodium Chloride 0.9% Injection,"1807548, 1807549, 1807550, 1807551, 1807552, 1807627, 1807630, 1807631, 1807632, 1807633, 1807634, 1807639",,5f372b75-d7a4-471e-8ac6-290040fc84b0,08/08/2025,HUMAN PRESCRIPTION DRUG,,"Gastroenterology, Other, Pediatric",SODIUM CHLORIDE,"0990-7983, 0990-7730, 0990-7984, 0990-7985",ICU Medical Inc.,87c57bfa-0bf7-41fd-b954-eb753d5d9d7f,"0990-7730-36, 0990-7730-37, 0990-7983-61, 0990-7983-02, 0990-7983-03, 0990-7983-09, 0990-7983-55, 0990-7983-53, 0990-7984-37, 0990-7984-20, 0990-7984-13, 0990-7984-23, 0990-7984-36, 0990-7985-02, 0990-7985-03, 0990-7985-09","Sodium Chloride 0.9% In Plastic Container, Injection, 900 mg/100 mL (NDC 0990-7983-02)",Injection,,,NDA016366,,SODIUM CHLORIDE,,Available,Resolved,,,08/08/2025,451W47IQ8X,0990-7983-02,1-866-829-9025 or ProductAvailability@icumed.com,
"Medefil, Inc.",ATROPINE SULFATE,,01/01/2012,Reverified,INTRAVENOUS,Atropine Sulfate Injection,1190546,,fbfdf718-befe-ad22-e053-6294a90a3715,08/15/2025,HUMAN PRESCRIPTION DRUG,,"Anesthesia, Neurology, Pediatric",ATROPINE SULFATE,64253-400,"Medefil, Inc.",fbfdf718-beff-ad22-e053-6294a90a3715,"64253-400-30, 64253-400-91","Atropine Sulfate, Injection, .1 mg/1 mL (NDC 64253-400-91)",Injection,Available,,ANDA214970,,ATROPINE SULFATE INJECTION,,,Current,,,,03J5ZE7KA5,64253-400-91,630-682-4600,
Apotex Corp.,AMBRISENTAN,,01/14/2025,New,ORAL,Ambrisentan Tablet,,,291a782a-77e1-8a8e-e1c8-2626f305c2b7,01/14/2025,HUMAN PRESCRIPTION DRUG,01/14/2025,Cardiovascular,AMBRISENTAN,"60505-4552, 60505-4553",Apotex Corp.,9525d4e3-a712-40cf-a52f-9d16bc156220,"60505-4552-1, 60505-4552-0, 60505-4552-3, 60505-4553-1, 60505-4553-0, 60505-4553-3","Ambrisentan, Tablet, 5 mg (NDC 60505-4552-3)",Tablet,,"N0000175581, N0000175364",ANDA210701,,AMBRISENTAN,Endothelin Receptor Antagonist [EPC],,To Be Discontinued,,,,HW6NV07QEC,60505-4552-3,800-706-5575,Endothelin Receptor Antagonists [MoA]
Eli Lilly and Co.,DULOXETINE HYDROCHLORIDE,,10/18/2024,New,ORAL,"Duloxetine Hydrochloride Capsule, Delayed Release","596926, 596928, 596930, 596932, 596934, 615186",,2f7d4d67-10c1-4bf4-a7f2-c185fbad64ba,10/18/2024,HUMAN PRESCRIPTION DRUG,10/18/2024,Psychiatry,CYMBALTA,"0002-3240, 0002-3235, 0002-3270",Eli Lilly and Company,aa5061b1-f237-425a-9d05-575c333dfd37,"0002-3235-60, 0002-3240-30, 0002-3240-90, 0002-3270-30","Cymbalta, Capsule, Delayed Release, 30 mg (NDC 0002-3240-90)",Capsule,,,NDA021427,,DULOXETINE HYDROCHLORIDE,,,To Be Discontinued,,Business decision to discontinue,,9044SC542W,0002-3240-90,800-545-5979,
"Fresenius Kabi USA, LLC",FENTANYL CITRATE,,01/01/2012,Revised,"INTRAMUSCULAR, INTRAVENOUS",Fentanyl Citrate Injection,"1735003, 1735007, 1735008, 1735013, 2168270",,38d0c14a-a0c1-44cc-a939-0304eb8037d6,09/18/2025,HUMAN PRESCRIPTION DRUG,,"Analgesia/Addiction, Pediatric",FENTANYL CITRATE,63323-806,"Fresenius Kabi USA, LLC",341b092a-1f6f-40f1-98f2-9346bf2e1242,"63323-806-11, 63323-806-01, 63323-806-12, 63323-806-02, 63323-806-13, 63323-806-05, 63323-806-14, 63323-806-20, 63323-806-50","Fentanyl Citrate Preservative Free, Injection, .05 mg/1 mL (NDC 63323-806-01)",Injection,Unavailable,,ANDA210762,,FENTANYL CITRATE,,,Current,Other,Backordered. Next release October 2025. Check wholesalers for inventory.,,MUN5LYG46H,63323-806-01,888-386-1300,
Baxter Healthcare,FUROSEMIDE,Increased Diuresis at Loop of Henle [PE],04/07/2020,Revised,INTRAVENOUS,Furosemide Injection,"1719286, 1719290, 1719291",,c71371a7-75c5-45b8-b762-8d782d4c71bc,09/23/2025,HUMAN PRESCRIPTION DRUG,,Cardiovascular,FUROSEMIDE,"36000-283, 36000-063, 36000-064, 36000-065, 36000-282, 36000-284",Baxter Healthcare Corporation,109082ab-0793-4752-8a02-42d204efe741,"36000-063-05, 36000-064-05, 36000-065-05, 36000-282-25, 36000-283-25, 36000-284-25","Furosemide, Injection, 10 mg/1 mL (NDC 36000-283-25)",Injection,Available,"N0000175366, N0000175590",ANDA202747,,FUROSEMIDE,Loop Diuretic [EPC],,Current,,,,7LXU5N7ZO5,36000-283-25,888-229-0001,
Renew Pharmaceuticals Limited,,,08/23/2024,Revised,,Indocyanine Green Injection,,,a6f24787-c243-445a-9c55-7c7479b292d9,08/26/2025,HUMAN PRESCRIPTION DRUG,,"Medical Imaging, Ophthalmology, Other",INDOCYANINE GREEN,70100-424,Renew Pharmaceuticals Limited,3abdfd10-c4e6-472e-b4eb-d4953f029132,"70100-424-02, 0409-4887-17","Indocyanine Green, Injection, 25 mg (NDC 70100-424-02)",Injection,,,ANDA040811,,INDOCYANINE GREEN AND WATER,,Available,Resolved,,,08/26/2025,,70100-424-02,888-393-3767,
Eugia US LLC,METHYLPREDNISOLONE ACETATE,,12/15/2021,Revised,"INTRA-ARTICULAR, INTRALESIONAL, INTRAMUSCULAR, SOFT TISSUE",Methylprednisolone Acetate Injection,"1358610, 1358617",,a0cbcdb5-f657-49f7-8f86-cc5959d69db0,09/05/2025,HUMAN PRESCRIPTION DRUG,,Rheumatology,METHYLPREDNISOLONE ACETATE,"55150-313, 55150-314",Eugia US LLC,a0cbcdb5-f657-49f7-8f86-cc5959d69db0,"55150-313-25, 55150-313-01, 55150-314-25, 55150-314-01","Methylprednisolone Acetate, Injection, 40 mg/1 mL (NDC 55150-313-01)",Injection,Unavailable,,ANDA211930,,METHYLPREDNISOLONE ACETATE,,,Current,Demand increase for the drug,On backorder. Recovery: TBD. Check wholesalers for inventory,,43502P7F0P,55150-313-01,888-238-7880,
